Restaurant ID,Restaurant Name,Country Code,Country,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,cost for 2,Currency,Avg Cost for 2,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6001748,Meôhur í_zí_elik Aspava,208,Turkey,Ankara,"Kí_í_í_k Esat Mahallesi, Esat Caddesi, No 110/C, íˆankaya, Ankara",Kí_í_í_k Esat,"Kí_í_í_k Esat, Ankara",32.86663333,39.90663611,"Kebab, Turkish Pizza",40,Turkish Lira(TL),6.8,No,No,No,No,2,4.6,Dark Green,Excellent,109
6004813,Pizza ÛÁl Forno,208,Turkey,Ankara,"YÛ±ldÛ±zevler Mahallesi, 720. Sokak, No 2/B, íˆankaya, Ankara",YÛ±ldÛ±zevler,"YÛ±ldÛ±zevler, Ankara",32.86021667,39.87623889,Pizza,40,Turkish Lira(TL),6.8,No,No,No,No,2,4.7,Dark Green,Excellent,104
5915054,Baltazar,208,Turkey,ÛÁstanbul,"Kemankeô Karamustafa Paôa Mahallesi, KÛ±lÛ±í_ Ali Paôa Mescidi Sokak, No 12/A, BeyoÛôlu, ÛÁstanbul",Karakí_y,"Karakí_y, ÛÁstanbul",28.98110311,41.02578494,"Burger, Izgara",90,Turkish Lira(TL),15.3,No,No,No,No,3,4.3,Green,Very Good,870
6000447,MasabaôÛ± Kebapí_Û±sÛ±,208,Turkey,Ankara,"Balgat Mahallesi, Ziyabey Caddesi, No 35, íˆankaya, Ankara",Balgat,"Balgat, Ankara",32.8203,39.91069722,"Kebab, Turkish Pizza",100,Turkish Lira(TL),17,No,No,No,No,3,4.2,Green,Very Good,212
6000549,Meôhur TavacÛ± Recep Usta,208,Turkey,Ankara,"Gí_zeltepe Mahallesi, Dikmen Vadisi, Hoôdere Giriôi, íˆankaya, Ankara",Dikmen,"Dikmen, Ankara",32.84618889,39.88487222,Kebab,100,Turkish Lira(TL),17,No,No,No,No,3,4.5,Dark Green,Excellent,231
6002025,MasabaôÛ±,208,Turkey,Ankara,"Kocatepe Mahallesi, Mithatpaôa Caddesi, No 62/A, íˆankaya, Ankara",KÛ±zÛ±lay,"KÛ±zÛ±lay, Ankara",32.85986667,39.91914444,"Kebab, Turkish Pizza",100,Turkish Lira(TL),17,No,No,No,No,3,4.2,Green,Very Good,103
5908749,Ceviz AÛôacÛ±,208,Turkey,ÛÁstanbul,"Koôuyolu Mahallesi, Muhittin íìstí_ndaÛô Caddesi, No 85, KadÛ±kí_y, ÛÁstanbul",Koôuyolu,"Koôuyolu, ÛÁstanbul",29.04129725,41.00984672,"World Cuisine, Patisserie, Cafe",105,Turkish Lira(TL),17.85,No,No,No,No,3,4.2,Green,Very Good,1034
5916112,Aôôk Kahve,208,Turkey,ÛÁstanbul,"Kuruí_eôme Mahallesi, Muallim Naci Caddesi, No 64/B, Beôiktaô, ÛÁstanbul",Kuruí_eôme,"Kuruí_eôme, ÛÁstanbul",29.036019,41.057979,Restaurant Cafe,120,Turkish Lira(TL),20.4,No,No,No,No,4,4,Green,Very Good,901
5927248,Draft Gastro Pub,208,Turkey,ÛÁstanbul,"Caddebostan Mahallesi, BaÛôdat Caddesi, No 349, Kat 1, KadÛ±kí_y, ÛÁstanbul",Caddebostan,"Caddebostan, ÛÁstanbul",29.07411609,40.96393456,Bar Food,130,Turkish Lira(TL),22.1,No,No,No,No,4,4.9,Dark Green,Excellent,522
6000409,Cafemiz,208,Turkey,Ankara,"Gaziosmanpaôa Mahallesi, Arjantin Caddesi, No 19, íˆankaya, Ankara",Gazi Osman Paôa,"Gazi Osman Paôa, Ankara",32.86568333,39.89787222,"World Cuisine, Mexican, Italian",150,Turkish Lira(TL),25.5,No,No,No,No,4,4.4,Green,Very Good,115
5915807,Huqqa,208,Turkey,ÛÁstanbul,"Kuruí_eôme Mahallesi, Muallim Naci Caddesi, No 56, Beôiktaô, ÛÁstanbul",Kuruí_eôme,"Kuruí_eôme, ÛÁstanbul",29.03464001,41.05581715,"Italian, World Cuisine",170,Turkish Lira(TL),28.9,No,No,No,No,4,3.7,Yellow,Good,661
6000019,Nusr-Et,208,Turkey,Ankara,"Gaziosmanpaôa Mahallesi, _ehit í_mer Haluk SipahioÛôlu Sokak, No 8, íˆankaya, Ankara",Gazi Osman Paôa,"Gazi Osman Paôa, Ankara",32.86483333,39.89966667,Steak,400,Turkish Lira(TL),68,No,No,No,No,4,4.1,Green,Very Good,97
18376208,Derby,214,UAE,Sharjah,"Al Khan Street, Al Majaz 3, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.37086055,25.33045321,"Fast Food, American",40,Emirati Diram(AED),10.8,No,No,No,No,2,4.1,Green,Very Good,33
5704118,Tikka Tonight,214,UAE,Abu Dhabi,"Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",Mussafah Sanaiya,"Mussafah Sanaiya, Abu Dhabi",54.51003961,24.36312973,"Pakistani, Afghani, Indian, Hyderabadi",50,Emirati Diram(AED),13.5,No,Yes,No,No,2,4,Green,Very Good,277
5600960,Al Mukhtar Bakery,214,UAE,Sharjah,"Near Safeer Mall, Al Nahda, Sharjah",Al Nahda,"Al Nahda, Sharjah",55.37728127,25.3084117,"Bakery, Arabian, Middle Eastern",50,Emirati Diram(AED),13.5,No,No,No,No,2,4.2,Green,Very Good,142
5602884,Sis Burger,214,UAE,Sharjah,"Behind ADNOC Petrol Station,Univercity City Road, University City, Sharjah",University City,"University City, Sharjah",55.45425095,25.31127229,"Fast Food, Burger",50,Emirati Diram(AED),13.5,No,No,No,No,2,3.8,Yellow,Good,12
5700386,Sangeetha Vegetarian Restaurant,214,UAE,Abu Dhabi,"Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",Madinat Zayed,"Madinat Zayed, Abu Dhabi",54.36377607,24.48525254,"Indian, South Indian",60,Emirati Diram(AED),16.2,No,Yes,No,No,2,3.6,Yellow,Good,268
5601340,Aroos Damascus,214,UAE,Sharjah,"Opposite Emirates NBD, Near First Gulf Bank, King Abdul Aziz Street, Al Nud, Sharjah",Al Nud,"Al Nud, Sharjah",55.39045796,25.34640794,"Arabian, Middle Eastern",60,Emirati Diram(AED),16.2,No,No,No,No,3,4.2,Green,Very Good,444
5602055,Rajasthan Al Malaki,214,UAE,Sharjah,"Behind DPS Sharjah Primary School, Muwailih Commercial, Sharjah",Muwailih Commercial,"Muwailih Commercial, Sharjah",55.45195531,25.2887722,"Indian, North Indian",60,Emirati Diram(AED),16.2,No,No,No,No,3,4.8,Dark Green,Excellent,459
5600642,Katis Restaurant,214,UAE,Sharjah,"Opposite Safeer Market, Al Khan Street, Al Khan, Sharjah",Al Khan,"Al Khan, Sharjah",55.37637066,25.32578908,"Indian, North Indian, Chinese",65,Emirati Diram(AED),17.55,No,No,No,No,3,4.3,Green,Very Good,316
5701729,Sofra Istanbul,214,UAE,Abu Dhabi,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.37127855,24.47756501,"Turkish, Arabian, Middle Eastern",70,Emirati Diram(AED),18.9,No,No,No,No,2,4.3,Green,Very Good,224
5701548,Bait El Khetyar,214,UAE,Abu Dhabi,"Al Najda Street, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37143378,24.48841145,"Lebanese, Arabian, Middle Eastern",70,Emirati Diram(AED),18.9,No,Yes,No,No,2,4,Green,Very Good,380
5701917,P.F. Chang's,214,UAE,Abu Dhabi,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.35782894,24.48761082,Chinese,250,Emirati Diram(AED),67.5,No,No,No,No,4,4.2,Green,Very Good,435
202507,Applebee's,214,UAE,Dubai,"Sheikh Issa Tower, Sheikh Zayed Road, Trade Centre Area, Dubai",Trade Centre Area,"Trade Centre Area, Dubai",55.27430557,25.21135663,"American, Mexican, Burger",250,Emirati Diram(AED),67.5,No,Yes,No,No,3,3.7,Yellow,Good,500
5600556,TGI Friday's,214,UAE,Sharjah,"Majaz Waterfront, Buhairah Corniche, Al Majaz 3, Al Majaz, Sharjah","Majaz Waterfront, Al Majaz 3","Majaz Waterfront, Al Majaz 3, Sharjah",55.38781766,25.32774497,"American, Mexican",250,Emirati Diram(AED),67.5,No,Yes,No,No,4,3.9,Yellow,Good,357
5601521,Applebee's,214,UAE,Sharjah,"Opposite Jumbo Electronics, Level 2, Sahara Centre, Al Nahda, Sharjah","Sahara Centre, Al Nahda","Sahara Centre, Al Nahda, Sharjah",55.37353624,25.29782287,"American, Mexican, Burger",250,Emirati Diram(AED),67.5,No,Yes,No,No,4,4.1,Green,Very Good,197
5704255,Famous Dave's Barbecue,214,UAE,Abu Dhabi,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",54.38294616,24.49569253,American,260,Emirati Diram(AED),70.2,No,Yes,No,No,4,4.6,Dark Green,Excellent,376
201340,The Cheesecake Factory,214,UAE,Dubai,"Ground Level, Near Aquarium, The Dubai Mall, Downtown Dubai, Dubai","The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",55.27856994,25.19726756,"American, Desserts",270,Emirati Diram(AED),72.9,No,No,No,No,3,4.7,Dark Green,Excellent,2424
202321,The Farm,214,UAE,Dubai,"Al Barari Villas, Opposite Falcon City, Al Barari, Dubai",Al Barari,"Al Barari, Dubai",55.310519,25.095044,"Mediterranean, Italian, Thai, European",280,Emirati Diram(AED),75.6,Yes,No,No,No,3,3.9,Yellow,Good,927
201044,Red Lobster,214,UAE,Dubai,"Near the Fountain, Lower Ground Level, The Dubai Mall, Downtown Dubai, Dubai","The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",55.278525,25.198291,"Seafood, American",285,Emirati Diram(AED),76.95,No,No,No,No,3,3.2,Orange,Average,506
201531,Hard Rock Cafe,214,UAE,Dubai,"Next to Marks & Spencer's, Festival City, Dubai",Festival City,"Festival City, Dubai",55.35147775,25.22399154,"American, Burger",300,Emirati Diram(AED),81,No,No,No,No,4,4.5,Dark Green,Excellent,1388
5703500,Punjab Grill,214,UAE,Abu Dhabi,"Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi","Venetian Village, Al Maqtaa","Venetian Village, Al Maqtaa, Abu Dhabi",54.4872137,24.4106148,"Indian, North Indian",330,Emirati Diram(AED),89.1,Yes,No,No,No,4,4.9,Dark Green,Excellent,216
5700052,Cho Gao - Crowne Plaza Abu Dhabi,214,UAE,Abu Dhabi,"Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi","Crowne Plaza Abu Dhabi, Al Markaziya","Crowne Plaza Abu Dhabi, Al Markaziya, Abu Dhabi",54.365694,24.491235,"Thai, Japanese, Chinese, Indonesian, Vietnamese",350,Emirati Diram(AED),94.5,Yes,Yes,No,No,4,4.4,Green,Very Good,246
18253896,Tamba,214,UAE,Abu Dhabi,"6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.358147,24.488161,Indian,500,Emirati Diram(AED),135,Yes,No,No,No,4,4.7,Dark Green,Excellent,201
18254160,Carnival By Tresind,214,UAE,Dubai,"Podium Level, Burj Daman, DIFC, Dubai",DIFC,"DIFC, Dubai",55.281966,25.211183,Indian,500,Emirati Diram(AED),135,Yes,No,No,No,4,4.9,Dark Green,Excellent,322
208850,Tresind - Nassima Royal Hotel,214,UAE,Dubai,"Level 2, Nassima Royal Hotel, Sheikh Zayad Road, Trade Centre Area, Dubai","Nassima Royal Hotel, Trade Centre Area","Nassima Royal Hotel, Trade Centre Area, Dubai",55.28256778,25.22347744,Indian,500,Emirati Diram(AED),135,Yes,No,No,No,4,4.9,Dark Green,Excellent,1352
6900714,Pepe's Piri Piri,215,United Kingdom,Birmingham,"254-256 Alum Rock Road, Alum Rock, Birmingham B8 3DD",Alum Rock,"Alum Rock, Birmingham",-1.846811,52.488557,Fast Food,10,Pounds(Œ£),13.1,No,No,No,No,1,2.8,Orange,Average,26
6900883,Ju Ju's Cafe,215,United Kingdom,Birmingham,"1 Canal Square, Brindleyplace, Birmingham B16 8EH",Brindleyplace,"Brindleyplace, Birmingham",-1.918049,52.477569,"Cafe, British",15,Pounds(Œ£),19.65,No,No,No,No,1,3.7,Yellow,Good,13
6901394,Jamjar,215,United Kingdom,Birmingham,"418 Coventry Road, Small Heath, Birmingham B10 0TH",Small Heath,"Small Heath, Birmingham",-1.860593,52.470571,"Ice Cream, Desserts, Cafe",15,Pounds(Œ£),19.65,No,No,No,No,1,3.1,Orange,Average,11
7600097,Love Crumbs,215,United Kingdom,Edinburgh,"155 West Port, Old Town, Edinburgh EH3 9DP",Old Town,"Old Town, Edinburgh",-3.201683333,55.94595,"Bakery, Cafe",15,Pounds(Œ£),19.65,No,No,No,No,2,4.1,Green,Very Good,57
6800538,Archies,215,United Kingdom,Manchester,"72 Oxford Road, University District, Oxford Road, Manchester M1 5NH",Oxford Road,"Oxford Road, Manchester",-2.241047,53.474221,"Fast Food, American",15,Pounds(Œ£),19.65,No,No,No,No,1,3.4,Orange,Average,25
6901062,The Warehouse Cafe,215,United Kingdom,Birmingham,"54-57 Allison Street, Digbeth, Birmingham B5 5TH",Digbeth,"Digbeth, Birmingham",-1.890569,52.477388,"British, Cafe",20,Pounds(Œ£),26.2,No,No,No,No,2,3.8,Yellow,Good,38
18273002,Damascena Coffee House,215,United Kingdom,Birmingham,"133 Alcester Road, Moseley, Birmingham",Moseley,"Moseley, Birmingham",-1.888555455,52.44630234,"Greek, Mediterranean, Middle Eastern",20,Pounds(Œ£),26.2,No,No,No,No,2,0,White,Not rated,3
7600921,Steak,215,United Kingdom,Edinburgh,"14 Picardy Place, New Town, Edinburgh EH1 3JT","Twelve Picardy Place, New Town","Twelve Picardy Place, New Town, Edinburgh",-3.186854,55.957033,"Steak, Scottish, British",55,Pounds(Œ£),72.05,No,No,No,No,4,4.2,Green,Very Good,64
6114829,Duck & Waffle,215,United Kingdom,London,"Heron Tower, 110 Bishopsgate, City of London, London EC2N 4AY","Bishopsgate, City Of London","Bishopsgate, City Of London, London",-0.080963,51.516284,British,55,Pounds(Œ£),72.05,No,No,No,No,3,4.9,Dark Green,Excellent,706
6103922,Dishoom,215,United Kingdom,London,"7 Boundary Street, Shoreditch, London E2 7JE","Boundary Street, Shoreditch","Boundary Street, Shoreditch, London",-0.076580556,51.52453611,"Indian, Cafe, Curry",55,Pounds(Œ£),72.05,No,No,No,No,3,4.5,Dark Green,Excellent,305
6800235,The Grill On The Alley,215,United Kingdom,Manchester,"5 RIdgefield, Deansgate, Manchester M2 6EG",Deansgate,"Deansgate, Manchester",-2.247333333,53.48083333,"Steak, Seafood, Grill",55,Pounds(Œ£),72.05,No,No,No,No,3,4.4,Green,Very Good,704
6801873,Mr Cooper's House & Garden - The Midland,215,United Kingdom,Manchester,"The Midland, Peter Street, Deansgate, Manchester M60 2DS","The Midland, Deansgate","The Midland, Deansgate, Manchester",-2.245034,53.477358,"European, Mediterranean, Contemporary",55,Pounds(Œ£),72.05,Yes,No,No,No,3,4.2,Green,Very Good,67
6900374,Bank,215,United Kingdom,Birmingham,"4 Brindleyplace, Brindleyplace, Birmingham B1 2JB","Brindleyplace, Broad Street","Brindleyplace, Broad Street, Birmingham",-1.914805,52.477693,"British, Steak",60,Pounds(Œ£),78.6,Yes,No,No,No,3,4,Green,Very Good,133
6103255,Roka,215,United Kingdom,London,"37 Charlotte Street, Fitzrovia, London W1T 1RR","Charlotte Street, Fitzrovia","Charlotte Street, Fitzrovia, London",-0.135524,51.518935,"Japanese, Sushi",60,Pounds(Œ£),78.6,No,No,No,No,3,4.6,Dark Green,Excellent,436
6800569,Chaophraya,215,United Kingdom,Manchester,"19 Chapel Walks, City Center, Market Street, Manchester M2 1HN",Market Street,"Market Street, Manchester",-2.243505,53.48174,Thai,70,Pounds(Œ£),91.7,Yes,No,No,No,4,4.3,Green,Very Good,422
6900388,Lasan Restaurant,215,United Kingdom,Birmingham,"3-4 Dakota Buildings, James Street, Saint Paul's Square, Jewellery Quarter, Birmingham B3 1SD",Jewellery Quarter,"Jewellery Quarter, Birmingham",-1.907596,52.485015,Indian,80,Pounds(Œ£),104.8,No,No,No,No,4,4.1,Green,Very Good,213
6118140,Gymkhana,215,United Kingdom,London,"42 Albemarle Street, Mayfair, London W1S 4JH","Albemarle Street, Mayfair","Albemarle Street, Mayfair, London",-0.141645,51.508515,"Indian, Pakistani, Curry",80,Pounds(Œ£),104.8,Yes,No,No,No,4,4.7,Dark Green,Excellent,214
6800892,Gaucho,215,United Kingdom,Manchester,"2A St Mary's Street, Spinningfields, Manchester M3 2LB",Spinningfields,"Spinningfields, Manchester",-2.247633,53.482261,"Argentine, American",80,Pounds(Œ£),104.8,No,No,No,No,4,4.5,Dark Green,Excellent,602
6801867,Manchester House,215,United Kingdom,Manchester,"Tower 12, 18-22 Bridge Street, Deansgate, Manchester M3 3BZ",Deansgate,"Deansgate, Manchester",-2.250806,53.48124,British,85,Pounds(Œ£),111.35,No,No,No,No,4,4,Green,Very Good,52
7601241,The Kitchin,215,United Kingdom,Edinburgh,"78 Commercial Street, Leith, Edinburgh EH6 6LX",Leith,"Leith, Edinburgh",-3.172778,55.97698,"British, French",90,Pounds(Œ£),117.9,No,No,No,No,4,4.4,Green,Very Good,275
6103902,Yauatcha,215,United Kingdom,London,"15-17 Broadwick Street, Soho, London W1F 0DL","Broadwick Street, Soho","Broadwick Street, Soho, London",-0.135229,51.513739,"Chinese, Dim Sum",90,Pounds(Œ£),117.9,Yes,No,No,No,4,4.7,Dark Green,Excellent,1326
7600914,The Witchery & The Secret Garden,215,United Kingdom,Edinburgh,"Castlehill, The Royal Mile, Old Town, Edinburgh EH12NF",Old Town,"Old Town, Edinburgh",-3.19575,55.94828056,"British, Scottish, Seafood",100,Pounds(Œ£),131,Yes,No,No,No,4,4.1,Green,Very Good,200
6113857,sketch Gallery,215,United Kingdom,London,"sketch, 9 Conduit Street, Mayfair, London W1S 2XG","Conduit Street, Mayfair","Conduit Street, Mayfair, London",-0.141557,51.512669,"British, Contemporary",100,Pounds(Œ£),131,No,No,No,No,4,4.5,Dark Green,Excellent,148
6103868,Nobu,215,United Kingdom,London,"15 Berkeley Street, Mayfair, London W1J 8DY",Mayfair,Mayfair,-0.143259,51.508811,"Japanese, Sushi",100,Pounds(Œ£),131,Yes,No,No,No,4,4.4,Green,Very Good,311
6900674,Purnell's,215,United Kingdom,Birmingham,"55 Cornwall Street, Colmore Business District, Birmingham B3 2DH",Colmore Business District,"Colmore Business District, Birmingham",-1.901843,52.483643,Contemporary,120,Pounds(Œ£),157.2,No,No,No,No,4,4.5,Dark Green,Excellent,265
6102866,Hakkasan,215,United Kingdom,London,"17 Bruton Street, Mayfair, London W1J 6QB",Mayfair,Mayfair,-0.144861,51.510342,"Chinese, Dim Sum",120,Pounds(Œ£),157.2,Yes,No,No,No,4,4.8,Dark Green,Excellent,395
6800782,The French by Simon Rogan - The Midland,215,United Kingdom,Manchester,"The Midland, Peter Street, Deansgate, Manchester M60 2DS","The Midland, Deansgate","The Midland, Deansgate, Manchester",-2.245077,53.477154,French,160,Pounds(Œ£),209.6,No,No,No,No,4,4.3,Green,Very Good,114
6113680,Restaurant Gordon Ramsay,215,United Kingdom,London,"68 Royal Hospital Road, Chelsea, London SW3 4HP",Chelsea,Chelsea,-0.162092,51.485509,French,230,Pounds(Œ£),301.3,No,No,No,No,4,4.7,Dark Green,Excellent,320
17284404,Austin's BBQ and Oyster Bar,216,United States,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,"Albany, Albany",-84.221535,31.610387,"BBQ, Burger, Seafood",25,Dollar($),,No,No,No,No,2,3.3,Orange,Average,35
17284203,BJ's Country Buffet,216,United States,Albany,"2401 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.207095,31.608743,"American, BBQ",10,Dollar($),,No,No,No,No,1,3.3,Orange,Average,25
17284105,Cookie Shoppe,216,United States,Albany,"115 N Jackson St, Albany, GA 31701",Albany,"Albany, Albany",-84.154,31.5772,,0,Dollar($),,No,No,No,No,1,3.4,Orange,Average,34
17284302,El Vaquero Mexican Restaurant,216,United States,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2194,31.6158,Mexican,0,Dollar($),,No,No,No,No,1,3.4,Orange,Average,45
17284397,Elements Coffee Co - Northwest,216,United States,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",Albany,"Albany, Albany",-84.206944,31.622412,"Coffee and Tea, Sandwich",10,Dollar($),,No,No,No,No,1,3.4,Orange,Average,26
17284211,Pearly's Famous Country Cookng,216,United States,Albany,"814 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany",-84.1759,31.5882,,0,Dollar($),,No,No,No,No,1,3.4,Orange,Average,36
17284094,Chick-fil-A,216,United States,Albany,"2703 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2193,31.616,Fast Food,10,Dollar($),,No,No,No,No,1,3.5,Yellow,Good,67
17284409,Guang Zhou Chinese Restaurant,216,United States,Albany,"1214 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2091458,31.6155186,"Asian, Chinese, Vegetarian",10,Dollar($),,No,No,No,No,1,3.9,Yellow,Good,141
17284139,Harvest Moon,216,United States,Albany,"2347 Dawson Road, Albany, GA 31707",Albany,"Albany, Albany",-84.205718,31.604905,"Pizza, Bar Food, Sandwich",25,Dollar($),,No,No,No,No,2,3.7,Yellow,Good,147
17284403,Henry Campbell's Steakhouse,216,United States,Albany,"629 N. Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.223278,31.612121,"Steak, Tapas, Bar Food",70,Dollar($),,No,No,No,No,4,3.5,Yellow,Good,51
17284145,Hong Kong Cafe,216,United States,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2191,31.6156,"Chinese, Seafood, Vegetarian",25,Dollar($),,No,No,No,No,2,3.6,Yellow,Good,88
17284150,House of China Restaurant II,216,United States,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",Albany,"Albany, Albany",-84.212,31.6104,Chinese,10,Dollar($),,No,No,No,No,1,3.8,Yellow,Good,153
17284158,Jimmie's Hot Dogs,216,United States,Albany,"204 S Jackson St, Albany, GA 31701",Albany,"Albany, Albany",-84.1534,31.5751,,10,Dollar($),,No,No,No,No,1,3.9,Yellow,Good,160
17284175,Locos Grill & Pub,216,United States,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2228,31.6077,"American, Burger, Sandwich",25,Dollar($),,No,No,No,No,2,3.5,Yellow,Good,57
17284179,Longhorn Steakhouse,216,United States,Albany,"2733 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2229,31.6185,"American, Steak",25,Dollar($),,No,No,No,No,2,3.5,Yellow,Good,58
17284197,Mikata Japanese Steakhouse,216,United States,Albany,"2610 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2164,31.6137,"Japanese, Steak, Sushi",40,Dollar($),,No,No,No,No,3,3.6,Yellow,Good,115
17284241,Shogun Japanese Steak House,216,United States,Albany,"629 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2233,31.6118,"Japanese, Steak, Sushi",40,Dollar($),,No,No,No,No,3,3.5,Yellow,Good,51
17284390,The Catch Seafood Room & Oyster Bar,216,United States,Albany,"2332 Whispering Pines Road, Albany, GA 31707",Albany,"Albany, Albany",-84.205025,31.605882,"Seafood, Tapas, Bar Food",40,Dollar($),,No,No,No,No,3,3.8,Yellow,Good,250
17284279,Villa Gargano,216,United States,Albany,"1604 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany",-84.1757,31.5985,"Italian, Pizza",10,Dollar($),,No,No,No,No,1,3.7,Yellow,Good,117
17284364,3 Squares Diner,216,United States,Albany,"202 W Franklin St, Sylvester, GA 31791",Sylvester,"Sylvester, Albany",-83.8389,31.5308,"American, Breakfast, Diner",10,Dollar($),,No,No,No,No,1,3.4,Orange,Average,20
17293281,Last Resort Grill,216,United States,Athens,"184 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens",-83.378273,33.957999,"American, Southern, Southwestern",40,Dollar($),,No,No,No,No,3,4.5,Dark Green,Excellent,1821
17293301,Mama's Boy Restaurant,216,United States,Athens,"197 Oak St, GA 30601",Athens,"Athens, Athens",-83.3654,33.9535,Southern,10,Dollar($),,No,No,No,No,1,4.5,Dark Green,Excellent,849
17293409,Sr. Sol 1,216,United States,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,"Athens, Athens",-83.4293,33.9652,Mexican,10,Dollar($),,No,No,No,No,1,4.6,Dark Green,Excellent,917
17293163,Choo Choo Eastside,216,United States,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",Athens,"Athens, Athens",-83.3389,33.9259,"Japanese, Korean",10,Dollar($),,No,No,No,No,1,3.9,Yellow,Good,439
